cell_id,dataset,donor_id,condition,cell_type,INS,IAPP,PDX1,MAFA,NKX6-1,SLC2A2,GABRA2,PPP1R1A,ADCYAP1,ENTPD3,HSPA5,XBP1,DDIT3,ATF4,HERPUD1,IL1R2,HLA-DRA,HLA-DPA1,GBP2,TNFRSF10A,NDUFA1,NDUFB5,SDHA,UQCRC1,COX4I1,ATP5F1A,GENE000,GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040,GENE041,GENE042,GENE043,GENE044,GENE045,GENE046,GENE047,GENE048,GENE049,GENE050,GENE051,GENE052,GENE053,GENE054,GENE055,GENE056,GENE057,GENE058,GENE059,GENE060,GENE061,GENE062,GENE063,GENE064,GENE065,GENE066,GENE067,GENE068,GENE069,GENE070,GENE071,GENE072,GENE073,GENE074,GENE075,GENE076,GENE077,GENE078,GENE079
ND_donor_01_cell_052,demo,ND_donor_01,ND,beta,7,7,8,4,7,7,4,7,8,7,6,10,5,5,5,4,5,5,4,9,3,0,9,3,3,1,2,2,0,1,5,1,0,2,1,4,4,3,0,3,1,6,0,3,3,4,2,1,3,3,0,1,1,1,1,0,0,1,2,1,0,0,0,1,0,1,1,1,0,2,3,4,0,1,5,5,1,5,4,1,2,0,3,4,3,3,1,1,2,3,0,0,3,0,0,1,1,0,1,0,3,0,2,1,3,3
ND_donor_01_cell_053,demo,ND_donor_01,ND,beta,21,22,24,31,22,26,23,19,24,27,1,1,1,1,3,2,0,3,1,4,6,13,8,4,8,6,4,1,4,1,1,1,3,4,4,0,2,1,0,1,0,4,1,1,2,2,1,0,3,0,0,0,1,3,1,3,1,1,0,3,1,0,2,2,1,3,1,5,1,2,2,0,1,1,2,2,1,3,1,6,1,3,1,1,3,0,0,0,3,3,1,2,3,0,2,4,6,3,3,4,0,4,0,3,4,1
ND_donor_01_cell_054,demo,ND_donor_01,ND,beta,70,67,81,80,85,72,92,80,71,87,1,0,0,1,0,0,0,0,1,0,12,16,14,18,14,7,1,4,2,0,3,1,0,1,2,5,1,4,4,2,3,2,4,1,3,0,1,2,0,3,5,2,0,3,1,4,2,1,0,2,0,2,4,1,3,3,2,7,0,2,0,2,0,2,2,2,3,4,2,1,4,2,1,1,0,2,2,5,4,2,4,1,3,4,0,0,1,3,0,1,3,3,2,0,2,4
ND_donor_01_cell_055,demo,ND_donor_01,ND,beta,31,29,37,34,27,33,30,34,38,27,0,3,3,1,1,1,2,3,3,3,9,2,8,5,2,4,3,0,2,2,2,1,1,0,3,1,3,1,2,2,1,3,1,1,2,0,1,4,4,1,2,1,1,1,1,0,2,1,3,2,0,2,1,3,2,0,1,1,5,3,1,1,2,2,0,0,4,1,1,0,0,2,2,6,1,0,0,0,0,1,1,1,2,1,2,2,1,0,2,1,2,1,0,2,1,1
ND_donor_01_cell_056,demo,ND_donor_01,ND,beta,18,16,12,15,18,13,12,12,10,13,5,3,7,7,7,2,5,4,7,7,8,5,6,11,6,8,0,2,2,0,1,2,3,0,1,2,1,0,0,0,3,5,2,3,2,0,0,2,2,3,0,1,3,0,4,2,3,3,1,5,2,2,3,2,1,4,0,4,2,2,2,0,2,1,0,2,3,0,1,4,1,2,0,4,2,7,3,1,1,1,2,2,3,1,3,1,0,2,4,0,0,2,0,1,1,2
ND_donor_01_cell_057,demo,ND_donor_01,ND,beta,26,23,28,26,21,23,25,16,16,16,2,1,3,4,1,0,5,3,2,2,10,5,5,7,2,6,4,0,6,1,0,0,5,2,1,2,4,0,2,3,2,5,3,1,1,1,4,2,0,3,2,1,1,0,2,2,2,2,1,2,3,3,1,0,3,1,6,1,1,1,0,5,0,0,3,3,1,2,1,3,1,0,3,1,2,2,1,2,4,2,3,0,0,1,1,3,2,2,1,2,0,0,3,3,2,0
ND_donor_01_cell_058,demo,ND_donor_01,ND,beta,48,53,44,45,75,54,45,41,54,34,0,1,1,1,0,0,0,0,0,1,9,8,10,7,10,10,2,3,2,2,3,2,0,0,1,2,4,1,3,2,0,1,4,5,1,1,1,0,2,2,1,2,2,2,1,2,3,1,2,3,2,2,2,2,2,0,0,4,4,0,0,0,1,0,3,0,0,0,2,0,3,1,1,0,0,3,5,0,1,1,6,1,5,3,0,0,1,3,2,1,1,1,0,2,1,0
ND_donor_01_cell_059,demo,ND_donor_01,ND,beta,29,50,36,41,39,40,33,30,36,32,1,1,1,2,1,1,1,2,4,2,8,11,6,4,7,12,2,2,8,1,3,1,1,2,1,1,0,2,0,6,1,4,1,0,2,4,1,0,3,6,0,0,1,2,1,1,1,3,0,2,0,1,2,6,1,0,3,0,2,2,0,3,4,2,1,2,2,5,4,3,2,5,1,2,0,3,0,0,1,0,3,2,0,0,0,3,0,2,2,2,0,3,5,3,2,2
ND_donor_01_cell_060,demo,ND_donor_01,ND,beta,19,14,18,17,22,22,18,26,16,19,5,3,3,4,4,2,2,2,3,4,3,2,1,6,5,2,2,0,2,2,3,3,0,1,1,2,2,5,4,0,9,3,1,1,3,5,2,0,3,0,4,0,3,1,0,2,0,3,2,1,4,3,2,0,0,0,0,4,3,1,1,2,1,4,1,1,4,0,0,2,0,1,2,3,1,2,1,0,2,0,0,0,3,1,1,0,0,0,2,3,2,1,1,1,3,1
ND_donor_01_cell_061,demo,ND_donor_01,ND,beta,31,44,59,44,39,48,37,50,45,51,0,2,0,3,2,0,2,2,1,1,6,4,4,4,5,8,1,0,5,0,1,1,1,3,0,2,2,2,4,3,0,0,0,0,4,6,1,2,2,3,2,3,0,2,2,3,1,2,3,0,1,0,1,3,1,1,0,1,2,0,2,4,3,2,1,2,1,4,3,2,1,1,1,3,0,0,1,1,0,1,0,0,3,0,0,0,5,3,1,5,3,4,3,3,3,2
ND_donor_01_cell_062,demo,ND_donor_01,ND,beta,71,64,67,72,56,70,72,67,69,71,0,1,0,0,2,0,2,1,1,0,13,12,8,10,8,10,2,0,1,0,3,1,3,1,4,4,2,1,1,5,1,2,2,1,2,1,2,0,6,2,0,0,2,0,0,2,2,5,4,1,4,0,0,2,0,0,1,2,2,2,1,4,1,5,2,0,2,4,3,0,5,1,0,1,0,0,0,1,0,4,4,3,2,2,0,0,1,2,3,3,0,1,0,0,6,2
ND_donor_01_cell_063,demo,ND_donor_01,ND,beta,33,39,22,31,44,36,40,23,42,36,3,2,1,0,1,1,1,1,2,2,9,5,9,11,5,10,2,5,2,2,1,0,2,2,1,2,0,0,5,0,4,0,2,4,1,3,2,1,2,1,1,0,0,2,4,1,2,5,4,2,4,1,1,1,2,3,0,2,2,3,0,3,1,1,3,2,5,3,0,3,3,2,1,3,0,4,4,2,1,1,3,3,2,0,1,1,1,0,3,2,5,2,3,3,5,2
ND_donor_01_cell_064,demo,ND_donor_01,ND,beta,18,16,21,23,15,14,21,13,19,21,1,2,3,6,5,1,3,4,2,2,7,6,8,3,8,5,5,4,5,1,2,2,1,4,2,2,1,3,2,2,2,0,1,4,4,2,1,0,1,4,1,1,4,1,0,5,5,2,3,3,1,1,4,1,2,0,0,0,2,3,1,3,2,1,2,2,1,2,2,1,2,6,3,1,2,1,2,0,4,1,1,2,1,3,1,0,0,3,1,3,0,0,3,5,7,0
ND_donor_01_cell_065,demo,ND_donor_01,ND,beta,45,43,41,49,49,63,50,31,50,47,2,1,1,0,1,1,0,1,1,2,8,7,5,13,5,8,1,4,0,0,1,1,1,3,0,1,1,0,0,1,0,4,3,6,1,0,2,3,2,2,1,2,5,3,1,0,1,1,4,0,2,0,3,1,2,5,2,1,5,3,3,1,3,0,4,2,1,1,0,2,3,2,1,3,2,0,0,5,2,0,4,2,1,0,1,3,3,1,5,0,4,1,4,5,2,3
ND_donor_01_cell_066,demo,ND_donor_01,ND,beta,52,56,51,55,55,49,58,43,56,47,0,1,1,1,0,0,2,0,0,1,9,7,6,10,12,5,2,0,2,1,2,4,4,2,2,1,0,5,0,2,2,1,4,3,2,2,2,1,4,2,2,2,1,1,1,2,0,6,5,1,2,2,6,2,2,1,6,0,5,0,3,3,2,2,2,2,1,2,0,0,5,6,0,2,0,4,2,2,2,0,0,0,2,1,0,3,1,0,1,4,1,2,4,1,1,2
ND_donor_01_cell_067,demo,ND_donor_01,ND,beta,12,15,14,12,13,18,19,15,17,9,1,3,3,3,2,1,3,1,3,3,3,6,8,5,3,10,2,2,1,1,1,0,3,2,0,3,0,0,0,0,6,2,2,5,1,1,2,2,3,0,3,1,2,2,3,0,1,3,1,4,0,1,2,6,7,4,1,2,1,2,3,2,0,0,0,0,1,1,2,2,2,0,3,0,1,1,6,2,0,2,3,4,0,1,3,2,1,0,1,2,2,2,1,1,4,2
ND_donor_01_cell_068,demo,ND_donor_01,ND,beta,30,47,36,37,32,33,28,36,28,32,1,0,1,1,2,3,2,3,0,0,11,6,5,9,5,8,2,1,3,3,1,5,0,2,7,2,0,3,1,2,0,4,4,2,2,1,2,6,0,2,1,1,1,0,2,0,1,4,3,2,2,1,2,0,1,5,0,5,0,1,3,1,0,0,0,0,0,2,1,1,4,2,1,5,7,0,0,0,1,1,0,2,0,1,1,4,1,2,1,1,2,5,3,3,1,2
ND_donor_01_cell_069,demo,ND_donor_01,ND,beta,31,27,44,43,40,44,32,42,37,33,1,1,2,3,1,4,0,1,1,1,14,10,7,6,9,8,3,1,1,0,4,1,2,2,0,1,2,0,0,0,0,8,3,1,1,1,1,1,2,2,1,6,0,2,0,4,3,3,2,2,3,2,2,0,2,3,0,0,2,2,0,5,1,2,1,2,0,0,7,4,1,3,0,1,1,1,1,3,0,4,0,2,3,0,1,2,4,1,0,0,0,2,1,1,3,0
ND_donor_01_cell_070,demo,ND_donor_01,ND,beta,29,31,31,30,32,19,36,29,29,32,1,1,0,1,2,3,2,0,0,2,8,10,7,5,6,8,4,0,0,1,5,2,0,4,1,7,2,1,1,0,2,2,0,4,2,1,0,3,4,4,2,1,1,3,3,1,1,3,1,3,0,1,2,1,1,2,2,0,1,0,2,0,3,0,0,1,1,1,0,2,0,3,1,1,1,1,0,1,2,1,2,2,3,1,4,3,1,1,3,3,2,1,3,0,1,3
ND_donor_01_cell_071,demo,ND_donor_01,ND,beta,29,39,33,20,32,36,30,37,34,25,3,0,2,0,0,4,0,2,2,2,9,3,9,10,8,9,0,4,3,3,1,4,2,1,0,2,2,1,2,1,2,1,0,0,0,2,1,0,3,0,2,2,3,1,0,0,1,2,1,1,2,1,4,1,0,0,4,2,0,2,5,6,4,1,1,0,0,1,5,3,0,1,0,5,0,2,3,1,1,2,2,2,2,1,2,1,1,1,4,1,0,3,1,3,2,2
ND_donor_01_cell_072,demo,ND_donor_01,ND,beta,45,45,54,53,46,31,46,35,38,54,2,1,1,0,1,0,0,3,0,1,9,10,7,10,6,8,1,1,4,4,6,2,1,0,2,2,2,0,0,3,5,3,2,0,0,2,3,0,0,3,4,1,5,2,3,0,0,1,1,0,5,0,3,1,5,3,3,1,1,5,2,6,3,0,2,3,0,2,1,1,1,3,0,2,0,0,0,0,2,1,3,1,2,2,1,2,5,2,3,2,1,1,1,0,1,2
ND_donor_01_cell_073,demo,ND_donor_01,ND,beta,44,42,49,48,45,49,41,44,52,56,0,0,1,1,1,0,0,1,0,1,4,8,8,4,5,15,2,1,0,4,0,3,1,1,0,0,3,1,0,3,4,0,2,3,1,1,2,3,1,1,0,2,0,2,2,3,2,0,5,0,1,2,4,1,1,1,0,0,3,1,0,4,2,1,0,2,2,1,1,0,0,0,0,1,2,3,3,2,2,1,2,1,0,0,1,2,1,2,2,3,0,1,4,5,1,1
ND_donor_01_cell_074,demo,ND_donor_01,ND,beta,20,22,26,28,18,18,30,23,19,29,1,1,3,4,0,2,1,0,1,3,8,3,11,4,7,8,0,3,1,2,2,2,5,0,0,2,6,1,4,2,1,1,2,3,4,1,3,1,5,3,3,2,0,1,7,4,2,4,4,2,1,2,1,2,3,3,2,5,1,1,1,3,1,2,1,0,1,2,2,2,1,1,0,6,0,0,1,0,5,2,1,7,1,2,1,1,2,2,3,0,0,3,1,0,4,4
ND_donor_01_cell_075,demo,ND_donor_01,ND,beta,24,23,25,30,22,34,28,26,24,22,3,3,2,0,3,4,2,2,2,1,8,6,4,2,6,4,0,1,4,3,2,1,1,0,0,1,2,1,0,2,1,1,2,3,0,1,7,2,1,1,3,1,1,0,1,2,3,2,4,0,2,2,1,3,2,0,1,0,4,2,0,1,2,1,2,1,2,2,3,0,2,1,0,3,1,2,3,2,5,3,3,0,0,1,1,5,1,4,2,2,1,1,4,1,4,1
ND_donor_01_cell_076,demo,ND_donor_01,ND,beta,25,22,27,23,25,28,21,11,18,14,5,1,1,0,3,3,1,3,7,2,9,7,3,8,3,10,1,0,0,2,1,0,1,1,1,10,2,1,1,0,1,2,3,5,4,2,0,2,1,5,4,1,5,3,1,1,2,0,2,1,2,1,0,5,2,1,1,1,0,1,1,1,1,1,0,1,2,1,3,0,1,1,3,1,1,0,5,2,2,1,2,1,2,4,1,0,0,0,4,2,2,1,0,1,0,2
ND_donor_01_cell_077,demo,ND_donor_01,ND,beta,35,23,28,44,30,43,41,37,24,32,2,0,1,2,4,2,2,3,2,1,5,6,7,7,7,6,1,2,1,1,3,1,0,4,3,1,5,2,3,1,3,1,0,1,1,1,1,0,2,1,1,2,5,2,0,2,3,4,3,2,1,2,3,0,2,1,1,2,1,5,1,1,4,1,1,2,1,8,0,2,4,2,4,3,4,1,1,1,0,3,3,5,4,0,0,8,1,2,0,0,2,4,4,3,1,3
ND_donor_01_cell_078,demo,ND_donor_01,ND,beta,5,5,6,7,4,3,8,4,7,11,9,17,13,10,14,9,14,17,12,7,2,2,0,0,3,2,1,4,2,0,1,2,0,1,0,3,1,0,5,2,2,3,1,3,2,2,2,0,6,2,1,2,0,2,2,0,3,6,1,3,2,2,0,0,3,1,3,2,1,1,0,0,4,2,2,0,0,1,2,0,3,0,1,1,1,1,2,3,2,0,3,1,1,0,1,4,2,2,2,0,1,3,2,3,3,4
ND_donor_01_cell_079,demo,ND_donor_01,ND,beta,34,17,34,29,22,24,27,28,18,23,2,2,1,0,4,0,0,2,1,3,5,3,6,2,5,2,2,2,0,2,1,0,1,0,0,0,1,3,2,0,2,0,2,1,3,2,3,3,2,1,3,0,1,2,1,3,5,4,3,3,0,4,1,4,1,0,1,1,3,4,2,0,3,3,0,2,0,2,0,0,2,3,2,1,0,4,3,1,1,1,0,1,1,0,2,1,1,1,1,0,0,3,0,1,1,3
ND_donor_01_cell_080,demo,ND_donor_01,ND,beta,52,43,47,44,42,41,52,41,48,38,1,0,2,2,0,1,3,1,2,0,7,6,7,9,6,8,1,1,1,0,6,2,2,0,4,4,2,0,2,1,1,0,0,2,0,2,1,0,1,0,1,5,3,1,3,2,2,0,1,0,1,2,0,1,1,2,3,4,1,3,4,7,2,5,3,3,1,2,5,2,2,1,5,3,3,1,2,4,1,2,6,0,2,2,2,2,0,1,3,1,2,2,1,2,3,1
ND_donor_01_cell_081,demo,ND_donor_01,ND,beta,29,17,31,26,23,21,19,22,17,24,2,2,3,0,1,1,2,2,3,1,7,8,8,8,7,8,2,2,5,0,4,1,1,6,3,2,1,1,1,0,3,3,1,3,1,1,0,0,1,4,2,5,3,1,0,3,0,1,1,2,2,2,1,4,3,1,4,1,3,1,3,3,2,2,0,1,0,2,3,1,5,1,1,3,1,4,2,1,0,1,0,3,4,4,0,1,0,3,3,0,2,4,2,4,1,1
ND_donor_01_cell_082,demo,ND_donor_01,ND,beta,51,65,72,63,59,89,66,56,63,64,0,1,0,2,0,1,1,2,0,0,7,4,9,3,10,8,0,1,2,4,1,4,2,1,0,4,3,1,2,1,2,0,0,0,0,0,1,1,4,6,1,1,3,1,1,3,2,3,3,1,0,4,0,3,2,0,0,0,2,3,2,2,4,0,2,0,1,2,1,4,1,1,5,2,3,4,2,1,3,1,2,1,0,0,0,2,0,9,1,2,2,5,5,1,3,6
ND_donor_01_cell_083,demo,ND_donor_01,ND,beta,59,38,36,54,41,42,56,48,55,39,1,3,0,0,0,0,1,1,1,0,8,7,8,4,9,7,2,0,2,0,2,2,0,0,2,2,4,1,3,1,0,3,2,2,5,0,2,5,1,4,6,1,2,2,0,2,2,3,3,1,1,1,3,3,1,1,3,2,1,3,2,2,0,2,0,0,5,2,3,0,4,2,0,5,4,4,0,0,0,2,1,0,3,2,2,3,3,3,3,1,1,2,2,2,0,0
ND_donor_01_cell_084,demo,ND_donor_01,ND,beta,17,16,17,19,21,20,17,21,29,16,3,2,4,2,3,3,2,5,1,3,6,3,6,7,6,2,2,4,2,3,0,0,2,2,0,1,1,1,2,1,7,3,1,2,5,2,2,2,2,2,1,4,0,1,2,3,2,1,2,2,4,0,3,2,2,0,4,0,3,2,0,1,3,3,0,1,0,3,3,0,4,5,1,2,2,2,1,4,4,0,0,0,1,0,1,3,3,0,2,1,2,3,3,1,3,0
ND_donor_01_cell_085,demo,ND_donor_01,ND,beta,7,12,8,8,10,12,13,16,11,7,4,3,3,5,3,6,6,7,8,8,5,6,5,2,0,4,3,0,2,3,2,3,1,1,2,3,0,2,3,0,1,4,1,1,3,0,1,1,2,3,2,2,0,3,2,1,1,5,3,1,1,0,3,0,2,3,3,4,0,1,4,1,0,1,4,3,4,2,3,1,4,4,3,3,1,2,3,0,1,0,2,5,3,0,0,0,2,0,0,1,3,0,2,4,1,1
ND_donor_01_cell_086,demo,ND_donor_01,ND,beta,57,55,62,57,67,50,55,45,53,51,2,0,0,0,0,0,0,0,2,0,11,9,7,9,5,12,1,1,0,4,4,2,0,7,2,1,6,2,3,0,3,1,0,1,4,2,2,0,1,0,0,3,2,2,3,1,3,5,4,4,1,0,1,1,0,0,1,0,0,0,0,0,5,0,3,5,2,0,3,1,0,1,2,0,3,3,1,1,0,1,0,3,0,0,0,2,1,1,1,0,1,6,6,2,4,7
ND_donor_01_cell_087,demo,ND_donor_01,ND,beta,60,55,53,49,55,50,61,58,49,47,0,2,0,0,0,0,1,1,1,0,8,12,12,10,7,10,0,1,0,3,0,5,3,2,3,3,3,1,4,2,1,0,1,1,1,3,1,0,1,0,2,2,0,4,1,3,1,1,4,4,1,1,1,1,1,1,2,1,1,1,5,0,0,4,0,0,2,3,2,3,4,3,2,1,1,1,3,4,2,2,1,2,0,0,1,2,0,2,1,3,1,3,4,3,4,2
ND_donor_01_cell_088,demo,ND_donor_01,ND,beta,100,73,88,88,83,78,81,79,90,91,1,1,1,0,0,0,1,1,0,0,8,10,10,12,12,9,4,3,0,1,2,4,4,2,0,2,1,5,3,0,2,2,3,1,0,3,2,1,1,6,1,0,1,2,2,1,0,0,0,7,3,3,0,0,2,2,2,3,0,1,0,1,1,4,2,0,4,2,1,1,1,0,4,2,0,5,3,1,2,1,0,4,0,5,1,1,3,6,2,4,0,1,0,0,1,2
ND_donor_01_cell_089,demo,ND_donor_01,ND,beta,30,24,30,28,32,24,23,29,25,32,1,1,1,2,4,1,2,3,5,3,11,10,6,4,11,5,3,1,2,1,3,0,1,3,2,1,4,1,2,1,3,3,1,1,0,3,1,3,1,3,2,6,2,1,2,1,0,2,0,0,1,5,2,0,1,0,2,4,2,4,3,1,1,1,6,1,0,2,1,0,0,3,1,3,0,4,2,1,8,1,2,1,1,1,5,1,1,0,1,1,2,2,4,0,0,0
ND_donor_01_cell_090,demo,ND_donor_01,ND,beta,8,14,15,12,10,15,15,10,13,17,6,2,5,7,4,5,2,11,3,7,4,4,2,4,7,1,1,4,2,0,0,0,4,1,1,0,0,1,4,2,2,0,0,1,2,4,3,1,2,0,2,0,1,3,3,3,3,2,3,0,0,2,1,2,0,0,0,5,2,2,3,1,4,1,0,3,1,2,0,0,0,2,0,3,1,5,4,2,1,2,1,1,1,5,1,2,1,0,2,3,0,1,0,2,1,3
ND_donor_01_cell_091,demo,ND_donor_01,ND,beta,14,15,21,23,17,24,15,18,25,19,4,2,2,1,2,0,5,5,0,1,13,7,7,8,7,5,1,0,5,1,0,1,2,3,0,1,0,0,3,1,1,2,1,3,0,2,1,0,0,2,1,1,3,2,2,4,1,1,0,2,1,0,2,1,1,3,2,3,2,0,1,0,3,3,2,4,1,2,0,0,0,6,2,1,1,4,3,4,1,3,1,0,1,1,2,0,2,0,5,2,0,1,1,2,1,3
ND_donor_01_cell_092,demo,ND_donor_01,ND,beta,30,27,22,26,21,27,15,24,31,21,3,0,2,2,5,2,3,1,0,1,6,7,9,7,3,3,4,5,1,0,2,3,0,2,3,4,2,0,0,1,0,1,2,2,0,1,0,4,1,2,3,1,3,2,2,3,2,1,2,0,1,3,1,0,2,1,2,1,1,0,0,2,2,3,3,5,3,0,2,1,1,0,0,1,2,2,2,2,2,6,0,1,2,1,2,3,5,1,4,2,1,1,1,3,1,1
ND_donor_01_cell_093,demo,ND_donor_01,ND,beta,90,80,75,86,77,84,68,77,55,73,1,1,0,0,0,0,0,0,1,0,4,7,9,6,8,9,2,1,1,2,0,1,1,2,2,5,2,4,0,2,2,2,1,2,2,2,1,1,3,4,1,2,0,0,0,2,1,2,0,2,0,3,2,0,1,2,0,3,2,4,2,0,0,0,1,1,2,2,1,1,1,0,2,3,1,0,4,2,5,2,4,2,1,1,2,3,3,0,2,1,1,1,4,3,2,0
ND_donor_01_cell_094,demo,ND_donor_01,ND,beta,29,29,25,32,25,22,31,32,32,30,2,1,1,2,4,4,2,3,2,4,5,6,4,3,5,4,2,2,0,2,4,2,4,0,2,4,2,0,0,1,2,1,2,0,1,1,3,1,1,3,1,2,2,1,2,1,0,2,0,2,0,0,0,0,1,2,0,0,0,3,2,0,1,0,4,4,5,3,0,0,1,1,0,3,3,0,2,1,1,1,0,1,1,3,1,1,1,4,3,0,1,0,4,1,1,1
ND_donor_01_cell_095,demo,ND_donor_01,ND,beta,29,20,29,30,19,31,26,34,24,24,2,1,2,0,3,5,1,3,1,1,9,5,9,6,8,6,1,0,0,1,4,1,3,5,0,0,0,1,4,3,1,2,2,0,2,4,2,1,3,1,3,0,1,1,6,3,1,3,0,3,2,4,1,2,2,0,6,0,3,3,0,2,6,2,1,0,1,2,1,0,0,0,2,1,0,3,0,1,1,1,2,2,2,0,1,1,1,1,1,2,1,1,1,1,0,2
ND_donor_01_cell_096,demo,ND_donor_01,ND,beta,23,16,15,20,24,22,22,26,32,27,3,2,3,5,5,3,3,1,3,7,6,7,6,6,3,8,1,0,3,2,4,0,0,3,2,1,2,5,0,1,2,2,2,1,3,2,0,3,2,1,10,1,4,1,3,0,2,3,0,1,0,0,5,0,1,2,2,0,1,4,2,1,3,0,1,2,2,2,2,1,1,2,2,5,0,0,2,3,1,3,2,2,2,1,2,3,1,1,1,2,0,0,1,0,2,2
ND_donor_01_cell_097,demo,ND_donor_01,ND,beta,13,28,22,23,19,24,20,26,26,28,2,2,1,1,2,3,2,1,1,1,4,4,7,5,7,5,0,1,1,2,1,1,0,3,0,0,1,0,1,3,0,3,6,6,0,3,1,1,3,1,4,5,2,0,1,2,1,0,0,3,0,1,1,0,2,3,4,0,0,1,1,4,1,3,3,1,0,2,1,0,2,0,5,2,4,3,1,1,2,1,2,3,3,2,2,0,1,5,1,0,1,0,2,0,0,2
ND_donor_01_cell_098,demo,ND_donor_01,ND,beta,21,15,20,21,17,18,16,31,21,20,1,3,5,3,3,3,1,3,3,1,8,5,10,5,6,6,1,2,0,1,3,2,4,6,3,1,1,2,2,0,3,2,1,4,1,1,1,0,4,1,0,1,2,2,2,3,1,0,0,5,2,3,0,0,4,1,4,0,4,5,0,2,7,1,0,1,1,1,1,4,1,2,1,1,3,2,2,2,3,3,1,0,0,3,1,1,1,9,1,1,1,1,1,3,2,2
ND_donor_01_cell_099,demo,ND_donor_01,ND,beta,11,17,13,11,7,14,16,14,12,11,6,6,7,4,7,6,3,8,3,6,6,5,5,6,4,5,2,0,0,1,0,4,2,0,1,2,4,1,4,2,1,1,2,1,1,0,3,4,2,2,2,0,3,3,1,1,2,2,2,0,3,2,1,0,0,0,3,1,0,3,0,2,0,0,1,4,3,2,3,0,1,3,4,1,4,2,1,2,0,2,0,1,2,2,2,1,1,1,1,5,2,3,0,3,5,0
ND_donor_01_cell_100,demo,ND_donor_01,ND,beta,40,13,23,36,32,28,25,21,28,26,1,1,2,1,1,1,2,4,9,3,8,8,11,4,6,4,0,1,3,6,2,2,4,3,0,4,0,1,2,0,1,0,4,1,2,2,3,2,0,2,1,3,0,0,3,1,1,2,2,1,1,2,0,0,1,2,1,4,0,3,1,2,3,3,0,2,1,2,1,1,2,5,1,2,1,0,1,1,3,3,4,5,4,1,3,0,0,1,0,3,0,0,1,4,1,0
ND_donor_01_cell_101,demo,ND_donor_01,ND,beta,63,44,41,46,49,53,49,47,47,40,1,1,2,1,0,1,0,0,1,0,8,6,5,9,12,10,0,1,0,1,3,0,0,0,0,0,1,2,1,2,0,3,0,4,2,0,3,1,1,1,0,4,6,2,1,0,2,0,1,1,3,0,2,1,1,3,4,1,3,0,2,2,4,2,3,2,2,3,2,4,3,4,1,0,2,1,1,1,1,1,2,0,4,1,1,3,1,0,2,4,1,1,6,0,0,2
ND_donor_01_cell_102,demo,ND_donor_01,ND,beta,9,15,18,17,16,15,21,14,12,18,3,1,5,1,1,2,3,1,1,2,6,6,6,7,7,6,0,2,1,1,1,4,1,0,1,3,1,1,2,1,4,0,1,2,5,0,3,0,1,0,1,3,4,2,3,0,1,2,0,0,1,1,4,1,1,3,2,0,2,0,2,2,3,0,6,3,2,1,2,0,2,5,0,3,2,4,2,1,3,0,8,0,0,1,3,4,2,1,1,4,2,1,5,3,0,0
ND_donor_01_cell_103,demo,ND_donor_01,ND,beta,22,15,16,18,19,23,19,18,19,34,0,1,0,3,4,2,5,1,4,1,3,6,2,6,3,3,3,0,1,3,1,0,2,2,2,2,1,1,0,4,1,3,4,0,2,1,3,1,2,3,1,1,1,1,1,1,0,1,0,3,1,2,0,3,1,2,2,0,1,0,1,2,4,0,3,1,0,3,4,1,1,3,1,2,0,0,1,1,0,4,3,3,2,2,2,1,2,2,0,3,2,4,1,3,0,4
ND_donor_01_cell_104,demo,ND_donor_01,ND,beta,60,42,38,50,46,60,51,61,51,55,1,0,2,2,1,0,2,0,2,2,4,6,3,10,5,9,0,0,3,4,2,1,1,0,0,1,1,1,2,2,1,4,3,0,1,1,2,2,4,6,7,3,5,2,6,1,1,1,1,1,2,6,0,3,0,3,1,4,1,1,1,1,1,1,2,1,3,5,2,1,3,1,1,1,1,2,2,1,0,0,2,3,1,1,2,0,1,1,5,3,1,0,3,1,1,1
ND_donor_01_cell_105,demo,ND_donor_01,ND,beta,23,19,32,37,33,24,24,23,29,30,1,1,0,1,0,2,1,2,1,2,9,10,7,10,7,8,1,1,0,0,2,0,3,3,1,2,1,5,3,1,2,2,5,2,3,3,4,2,0,0,4,1,1,2,0,6,3,0,1,0,1,1,0,1,3,0,0,8,1,3,2,2,6,0,0,2,2,2,0,6,3,0,2,2,1,3,0,1,1,3,5,0,2,1,4,1,0,1,3,3,0,3,2,1,0,1
ND_donor_01_cell_106,demo,ND_donor_01,ND,beta,18,30,23,29,25,37,25,36,29,29,3,3,0,2,2,0,1,2,1,2,8,5,10,8,9,5,1,3,2,2,3,1,1,1,2,2,0,2,1,1,2,1,1,2,3,1,4,0,0,1,0,1,0,2,0,1,0,0,1,1,3,2,2,0,0,2,0,0,3,2,1,2,2,2,0,1,1,0,1,8,4,1,0,0,0,4,2,1,4,2,4,1,0,0,2,1,3,2,3,0,3,0,0,0,1,1
